  210.0000000000  212.0000000000  210.0000000000
  200.0000000000  212.0000000000  210.0000000000
  200.0000000000  212.0000000000  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  205.0000000000  220.6602540378  210.0000000000
  205.0000000000  220.6602540378  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  215.0000000000  220.6602540378  210.0000000000
  215.0000000000  220.6602540378  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  220.0000000000  212.0000000000  210.0000000000
  220.0000000000  212.0000000000  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  215.0000000000  203.3397459622  210.0000000000
  215.0000000000  203.3397459622  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  205.0000000000  203.3397459622  210.0000000000
  205.0000000000  203.3397459622  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

  210.0000000000  212.0000000000  210.0000000000
  200.0000000000  212.0000000000  210.0000000000
  200.0000000000  212.0000000000  205.0000000000
  210.0000000000  212.0000000000  205.0000000000

