  150.0000000000  -70.0000000000    0.0000000000
  100.0000000000  -70.0000000000  -12.5000000000
  100.0000000000  -30.0000000000  -12.5000000000
  150.0000000000  -30.0000000000    0.0000000000

  150.0000000000  -70.0000000000    0.0000000000
  200.0000000000  -70.0000000000  -12.5000000000
  200.0000000000  -30.0000000000  -12.5000000000
  150.0000000000  -30.0000000000    0.0000000000

  150.0000000000  -70.0000000000    0.0000000000
  200.0000000000  -70.0000000000   12.5000000000
  200.0000000000  -30.0000000000   12.5000000000
  150.0000000000  -30.0000000000    0.0000000000

  150.0000000000  -70.0000000000    0.0000000000
  100.0000000000  -70.0000000000   12.5000000000
  100.0000000000  -30.0000000000   12.5000000000
  150.0000000000  -30.0000000000    0.0000000000

  150.0000000000  -70.0000000000    0.0000000000
  100.0000000000  -70.0000000000  -12.5000000000
  100.0000000000  -30.0000000000  -12.5000000000
  150.0000000000  -30.0000000000    0.0000000000

