    0.0000000000    0.0000000000    5.0000000000
  -10.0000000000   12.0000000000    5.0000000000
  -10.0000000000   12.0000000000   -5.0000000000
    0.0000000000    0.0000000000   -5.0000000000

    0.0000000000    0.0000000000    5.0000000000
   10.0000000000   12.0000000000    5.0000000000
   10.0000000000   12.0000000000   -5.0000000000
    0.0000000000    0.0000000000   -5.0000000000

    0.0000000000    0.0000000000    5.0000000000
   10.0000000000  -12.0000000000    5.0000000000
   10.0000000000  -12.0000000000   -5.0000000000
    0.0000000000    0.0000000000   -5.0000000000

    0.0000000000    0.0000000000    5.0000000000
  -10.0000000000  -12.0000000000    5.0000000000
  -10.0000000000  -12.0000000000   -5.0000000000
    0.0000000000    0.0000000000   -5.0000000000

    0.0000000000    0.0000000000    5.0000000000
  -10.0000000000   12.0000000000    5.0000000000
  -10.0000000000   12.0000000000   -5.0000000000
    0.0000000000    0.0000000000   -5.0000000000
